queryid,documentid,answer,exact,f1
107812,6996864,$110,0,0.5
1053219,6997436,Insurance Policy. A legal agreement made between an insurer and an individual,0,0.34146341463414637
167204,6997775,Nursing supervisors,0,0.15384615384615385
511861,699840,zero degrees,0,0.0
132359,6999135,Medical,0,0.0
1099391,6999264,because of its phospholipid component that can fold in itself,0,0.7692307692307693
872632,7002403,a language derived from the Geez,0,0.888888888888889
190078,7002985,Spicy foods,0,0.08
1096667,700315,eight,0,0.0
1052274,7003214,Fishcake,0,0.0
47674,7003705,The average investor,0,0.10256410256410257
662016,7004487,yogurt,1,1.0
1075713,7006639,"declining world trade, high unemployment, and plummeting living standards in many countries",0,0.8275862068965517
933551,7006887,Annual Weather Averages,0,0.07407407407407407
905766,7007404,Standard Time Zone,0,0.8571428571428571
807845,7008719,The Indian Caste System,0,0.0
803861,7009087,51.5167°N Latitude and 9.9167°,0,0.38095238095238093
803861,7009088,Germany is positioned in both the northern and eastern hemispheres,0,0.42857142857142855
163602,7010545,bacterial infection of a joint can cause a severe and potentially destructive form of arthritis,1,1.0
1045071,7011135,50,0,0.10526315789473684
1002596,7011457,1996,1,1.0
936501,701149,as early as your 30s,0,0.5263157894736842
1087680,7011723,4.24 percent,0,0.07692307692307693
486623,7012309,the English verb to perjure,0,0.8
998680,7013642,Hollace,0,0.0
327750,7013670,$11-15,0,0.2222222222222222
218000,7014580,First,0,0.15384615384615385
913286,7015016,small meals,0,0.8
997351,7017852,a common symptom of lumbar spinal stenosis,0,0.2553191489361702
570023,7019140,"centi equals 100 and milli equals 1,000",0,0.25
147073,7021397,Process manufacturing,0,0.18181818181818182
129684,7022196,"a painting, photograph, sculpture, or other artistic representation of a person",0,0.6428571428571429
129684,7022197,a portrayal of a person,0,0.4
1004199,7022733,"twice in the chest, once in the hand, and once in the thigh",0,0.7142857142857143
1086439,7026127,"mental retardation, seizures, and other brain damage",0,0.25
1064195,702659,high-performance vehicles,0,0.15384615384615385
1089832,7026680,sensory,0,0.11764705882352941
1024669,7028753,the vice president,0,0.21052631578947367
693152,7029735,Passed/Not Passed,0,0.14814814814814814
1087722,7031856,gut cello string,0,0.0
1087722,7031862,musical instruments and sports rackets,0,0.30303030303030304
999691,7032654,formal reading center,0,0.3157894736842105
730278,7033988,disinfectant,0,0.09523809523809523
593135,7037826,dizziness,1,1.0
436100,7039289,Miao Room cavern,0,0.4
173391,7039970,vitamin B3,0,0.12903225806451613
661028,7040580,Cruciferous vegetables,0,0.4444444444444445
1087014,7041474,"corrosive to the skin, eyes, and lungs",0,0.8571428571428571
792595,7042485,Richter’s Syndrome,0,0.10526315789473684
1056548,7043807,Marcus Luttrell,0,0.0
1042099,7044680,1.5% and 3%,0,0.1111111111111111
526984,7045007,"espresso, steamed milk, foam, and chocolate syrup",0,0.0
1083108,7045166,Rest,0,0.4
280927,7047076,60 days,0,0.8
556976,7047363,"a long, narrow, curled shelf of bone",0,0.3157894736842105
1100151,7050251,"The study of, or the branch of medicine",0,0.5217391304347826
998802,7050714,lentils and beans,0,0.17647058823529413
50833,7051666,Protects Heart Health.,0,0.06666666666666667
424753,705485,Christmas Eve day,0,0.4
29089,7055398,between 135 and 150 degrees F,0,0.35714285714285715
988412,70567,individuals,0,0.11764705882352941
1094062,7058979,riding in a balloon,0,0.4615384615384615
1099865,7059008,Hydroxymethylfurfural,0,0.6666666666666666
1073358,7059465,ventilation device,0,0.14814814814814814
1083852,7062744,"basically turned outward—that is, toward things outside oneself",0,0.761904761904762
16860,7062773,language skills,0,0.13333333333333333
418195,706428,Sometimes a cat that can’t tolerate milk,1,1.0
94798,7067179,FX layer,0,0.11764705882352941
1019830,7067526,"California, Texas, and Florida",0,0.5333333333333333
1093196,7067675,$2.79,0,0.0
697780,7069166,simple or composite,0,0.2222222222222222
68095,7069271,Most cases of hives are benign,0,0.42857142857142855
1084889,70700,covalent bonding within a strand,0,0.33333333333333337
466738,7070029,all possible moves,0,0.23529411764705882
1001454,7071688,at the synapse,0,0.0
92542,7072006,currency,0,0.11764705882352941
994479,7072948,It is a public system of national health insurance,0,0.34782608695652173
272047,7073078,20 minutes per pound,0,0.23529411764705882
14151,7073775,18 years old,0,0.3157894736842105
14151,7073776,the minor must be present at his or her court hearing,0,0.18181818181818182
994478,707403,The mitral valve,1,1.0
557492,7074192,first-generation evolution,0,0.14285714285714288
515335,7074418,a giving way,0,0.2666666666666667
1090170,7075405,decline definition: The definition of a decline is a lessening or failing,0,0.8750000000000001
1090170,7075410,descent,0,0.2857142857142857
1022782,7075672,6.2%,0,0.0
576195,7076101,"sin,cos, and tan",0,0.0
1099482,707747,active transport requires some ...,0,0.29629629629629634
1090132,7078050,To mix together or intertwine in a confused mass,1,1.0
1090110,7078248,...,0,0.0
234821,7078988,drinking enough water is also good for your brain function,0,0.6060606060606061
84473,7079815,cancer. Swollen lymph nodes are not always a sign of cancer,0,0.0
168175,7079873,Failure to Intervene,0,0.13333333333333333
1058792,7080434,a person or electronic device that makes and stores quick calculations or processes information,0,0.8125000000000001
160562,7080651,plays,0,0.06451612903225806
131597,7081294,"a state of profound unconsciousness caused by disease, injury, or poison",0,0.7692307692307693
1089763,7081597,091109253,0,0.5
1089727,7081944,removing roadblocks,0,0.10256410256410257
1089688,7082332,the process of perspective transformation has three dimensions,0,0.4
1089683,7082387,"healthier, cleaner and safer",0,0.4444444444444445
1089619,7083100,3:00 PM and 5:00 PM,0,0.19607843137254902
1098520,7083442,10 minutes,0,0.8
1089511,7084211,tooth preparation,0,0.1
1089438,7084909,a union of three,0,0.5714285714285715
524699,7085007,1-877-874-2273,0,0.13333333333333333
1089355,7085729,Howaito,0,0.0
1089273,7086551,Road Hugger GT Ultra,1,1.0
108622,7086930,the cost of root canal therapy,0,0.5555555555555556
1089167,7087588,56 community and junior colleges,0,0.6666666666666666
1089158,7087655,unnerving,0,0.0
1094197,7088396,acalculous cholecystitis complicating an incarcerated hernia,0,0.47619047619047616
994792,708846,The Large Hadron Collider at the CERN has suffered a big explosion,0,0.6666666666666666
1089051,7088662,vainglory pronunciation,0,0.0
1085456,7088683,Valencia County,1,1.0
420934,7089454,a type of treatment,0,0.24000000000000002
1088928,7089856,nutrient,0,0.11764705882352941
1088884,7090267,Wadi As-Sirhan Basin,0,0.15384615384615385
1088869,7090440,"$1,000",0,0.14285714285714288
1088856,7090584,the launcher freezes,0,0.09756097560975609
1088758,7091504,Smart Tiles,0,0.07142857142857142
1095278,7091906,over 4 inches,0,0.0
1028670,7092196,9 degrees and Partly cloudy,0,0.21276595744680848
1088658,7092275,Cork,0,0.13333333333333333
1088658,7092277,Cork,0,0.1
1088653,7092298,HOLIDAY WEATHER Bruges,0,0.06896551724137931
1088541,7092962,68 degrees,0,0.06779661016949151
1088252,7094961,San Miguel de Allende,0,0.0
1095059,7094977,5-10 degrees cooler,0,0.4
1088221,7095131,climate,0,0.05128205128205127
1087858,7098186,"Cincinnati, OH (CVG-Cincinnati - Northern Kentucky Intl.)",0,0.4799999999999999
1087848,7098293,51,0,0.2857142857142857
412597,7098565,3 grams,0,0.6666666666666666
1087803,7098776,Benadryl and Zyrtec,0,0.17142857142857143
1087722,7099582,musical instruments,0,0.1904761904761905
995380,7099731,mild,0,0.4
1009237,7100523,emotion,0,0.0
1087604,7100556,risk management strategy,0,0.42857142857142855
1087589,7100719,different tints and phosphor coatings,0,0.049999999999999996
1087514,7101444,necessary for people to recognize they have a legacy worth leaving to the next generation,0,0.8387096774193548
1087484,7101738,traditional mofongo recipe from Puerto Rico,0,0.6666666666666666
1087435,7102130,Peripheral membrane proteins,0,0.19354838709677416
301061,7102543,between 10 years and 12 years,0,0.2962962962962963
1087327,7102804,vomiting,0,0.2857142857142857
166468,7102809,it accomplishes this action without the use of other cellular receptors,0,0.4081632653061224
1100986,7103160,"37,000 USD per year",1,1.0
1087269,7103216,Cargill Meat Solutions Corp,1,1.0
1040703,7103945,"number of gates, distance from each gate",0,0.5833333333333334
994397,7104391,calcium,0,0.05128205128205127
1087050,7105166,highly individualized,0,0.0
829425,7105479,to promote ethical leadership,0,0.3076923076923077
1079817,7106319,hard rock,0,0.0
1086883,7106666,the money a business makes after accounting for all expenses,0,0.888888888888889
1086836,7107102,mold and dust mites,0,0.0
569473,7107167,physical changes to the terrain,0,0.34782608695652173
1086760,7107572,without the employee paying tax on the amount,0,0.4615384615384615
575146,7108026,central nervous system(CNS) and the peripheral nervous system,0,0.6
581521,7108296,"Our day-to-day, mundane activities",0,0.8571428571428571
1086595,7108818,VA MEDICAL CENTER DEATH BURIAL ALLOWANCE,0,0.10526315789473684
725867,7109060,Brewing,0,0.10526315789473684
114633,710951,1 Lakeside Avenue,0,0.0
1086491,7109676,many of these places produce large gold nuggets,0,0.2711864406779661
1086468,7109915,The Mountain Biome,0,0.14814814814814814
875417,7110954,a buffered aspirin,0,0.6666666666666666
1086305,7111406,Jeep Wrangler,1,1.0
1086281,7111658,inner-state and inter-state aspects,0,0.2
166680,7111892,most people will report improvement in their cough when GERD is treated properly,0,0.23529411764705882
85018,7111982,varicella zoster virus,0,0.4
96310,7112274,This table,0,0.0
1087803,7112594,allergies,0,0.0
1085967,7114286,Adonis Creed,1,1.0
1085924,7114745,Essen,0,0.0689655172413793
1085780,7116112,Northeast Conference,0,0.0
1096357,7116149,"$7,740,521",0,0.2857142857142857
1085762,7116280,sweet bell peppers,1,1.0
800792,7117389,gastroesophageal reflux disease and stress ulcers,0,0.7058823529411764
1085572,7117986,Anderson County,0,0.5714285714285715
1085456,7118971,Valencia County,1,1.0
1085319,7120066,Noble County,1,1.0
1099823,7120268,Zillow has 376,0,0.4
734198,7120326,The Sun,0,0.16666666666666669
1085279,7120425,Chisago County,0,0.2222222222222222
1100816,7121034,every perception present in a moment of partial or full “unconsciousness,0,0.5806451612903225
1012026,7121572,Hurricane Maria,1,1.0
337509,7121576,"June 4, 1738",0,0.5454545454545454
510152,7122493,the pressure blood exerts when the heart beats,0,0.4799999999999999
415962,7122570,Insulin glargine,0,0.14285714285714288
1084848,7124521,change color,0,0.0
1084602,7124761,Leah Renee Kristopher Turner Ryan Bittle Stefanie Powers John Schneider,1,1.0
355484,7125004,1  Stand with your feet hip width apart,0,0.23188405797101452
137889,7125790,equal interval scale,0,0.5454545454545454
1100064,7127602,arthritis,0,0.6666666666666666
1084354,7129080,alcohol beverage control,1,1.0
1084324,7129391,the final judgment in a legal proceeding,1,1.0
1084230,7130200,Grace,0,0.2222222222222222
1021277,7130525,the central area in a building; open to the sky,0,0.8750000000000001
560419,713063,Ionotropic can be negative or positive,0,0.0
1085779,7132005,800) 755-2676,1,1.0
450851,7132870,"newspapers, magazines, TV, radio, billboards",0,0.625
1083933,7132956,Document Type Declaration,0,0.5
1083909,7133191,cause your bodily secretions (yuck) to taste better,0,0.5454545454545454
1083832,7133864,break down nutrients in something to convert it to something else,0,0.4782608695652174
816893,7133930,an indictment is a written statement,0,0.20512820512820512
693152,7134558,a letter grade that are not passed,0,0.5454545454545454
1083686,7135197,"you have to own 1,836,301 acres of land",0,0.14285714285714288
1071992,7135476,a distortion of the senses,0,0.35294117647058826
1083642,7135570,“always or “at all times,0,0.625
1101822,7135816,the World Bank Group is a unique global partnership,0,0.0
1083598,7135954,Name on Card field may also be called Cardholder’s Name,0,0.2727272727272727
1083508,7136840,believe they are living in a time from their past,0,0.6666666666666666
1083502,7136896,the LCD consumes much less energy,0,0.15384615384615385
165807,7137290,postprandial hypotension,0,0.15384615384615385
1090146,7137341,hypotension,0,0.0
1083430,7137601,Medical Education Program Assistant,0,0.0
1100634,7139305,Tangier disease,0,0.1904761904761905
1083158,7140035,Qualified Medication Administration Persons,1,1.0
699510,7141056,silkscreen process when used for fine art rather than commercial purposes,0,0.846153846153846
165807,714165,blood pressure decreases,0,0.16666666666666669
1082948,7141787,S tarling as a girls' name,0,0.625
1090311,7142081,sustain v,0,0.0
1082872,7142242,Transmission Control Protocol,0,0.6666666666666666
1082870,7142266,multiple choice exam for students applying for nursing school in the USA,0,0.19999999999999998
1082840,7142525,international cooperation,0,0.18181818181818182
1102099,7142572,keeping the brain tissue alive,0,0.29629629629629634
1102163,7143227,a numerical value in a specific direction,0,0.26666666666666666
1082759,7143242,Tessuto Non Tessuto,1,1.0
153739,7143295,1.6 billion miles,0,0.5
829103,7143437,protecting the blood vessels,0,0.35294117647058826
1082730,7143443,certain diseases,0,0.3076923076923077
992193,7143755,Charles Darwin,0,0.0
992193,7143760,Herbert Spencer,0,0.4444444444444445
1036005,7143917,Antibiotic pills or creams,0,0.4444444444444445
1082547,7144523,a system of government owned and controlled by the majority of those it governs,0,0.13333333333333333
1036627,7145194,being or used to produce an organism or cell of one species,0,0.6470588235294118
1082332,7146592,Hawks and owls,0,0.5454545454545454
1007696,7146990,Presynaptic facilitation,0,0.16
1100454,714729,"cheese, toasted wheat germ, roasted soybean and bacon",0,0.8421052631578948
911032,7147361,hydrogen bonds,1,1.0
1047599,714763,Pink eye (conjunctivitis,0,0.5
1099656,714788,142,0,0.18181818181818182
1100537,7148360,advertising slogans of ice-cream companies,0,0.5
1100496,7148491,nuts,0,0.14285714285714288
1089027,7148720,63 grams,0,0.2666666666666667
905479,714924,5:36 PM AST,1,1.0
823203,7149478,Nitrous oxide,1,1.0
1079815,7149792,instrumental rock,1,1.0
497596,715026,diarrhea,0,0.10526315789473684
1077356,7151668,Xeomin®:,1,1.0
567159,7152178,Y-shaped proteins,0,0.16666666666666669
1001926,7152247,everywhere,0,0.07999999999999999
1060881,715253,"$2,905.50",0,0.05405405405405406
597384,7152746,foliage-green,1,1.0
925059,715312,W-2,0,0.25
1001810,7153335,just beneath the ventral surface of the brainstem's medulla,0,0.6363636363636364
1075591,7153373,Functions of Chromosomes: The role of chromosomes in heredity,0,0.23529411764705882
1075336,7153791,CPR,0,0.08695652173913045
1074997,7154423,"cinnamon powder, 1 teaspoon",0,0.08333333333333334
1074989,7154449,They are generally not troublesome and often do not cause any symptoms,1,1.0
1074949,7154466,dachshund,0,0.03636363636363636
1074949,7154468,Dapple Dachshund,0,0.0
850557,7154902,The dissolution or legal termination of a marriage,1,1.0
1073943,7155250,a member of the regular forces,0,0.25806451612903225
1073569,7155565,Achromatic - These are like mini telescopes,0,0.6
1073569,7155567,finderscope with a 30 mm objective and a magnification of 6×.,0,0.33333333333333326
831030,7155681,the occurrence of incoming water,1,1.0
831030,7155684,An overflowing of water onto land that is normally dry,1,1.0
1072874,7156122,reliability,0,0.0
1072874,7156124,qualifications for the job for which you're applying,0,0.5185185185185185
1072603,7156377,Offspring’s of Great Danes,0,0.5333333333333333
1100457,7156567,foods to help improve your eyesight,0,0.2727272727272727
762455,7157142,a peer-reviewed journal,0,0.11764705882352941
1069981,7158641,family Mustelidae,0,0.08888888888888888
17430,716039,a nucleotide C10H12N5O3H2PO4,0,0.6666666666666666
1067724,7160870,the remnants of headlands sheared from the mainland,0,0.15384615384615383
1090165,716108,Unknowledgeable or uneducated,0,0.0
1066971,7161679,The Student Senate/Cabinet,0,0.14285714285714288
56740,7161752,Flush liquid chemicals from your skin completely with large amounts of cool running water,1,1.0
1066716,7161930,Reviewing current systems. 2  Presenting ideas for system improvements,0,0.38297872340425526
1100403,7162067,877 871 2722,0,0.8571428571428571
1095308,71623,9 weeks of age,0,0.34782608695652173
1065971,7162488,debt assignment,0,0.07407407407407407
1065971,7162491,another credit card account,0,0.3076923076923077
1065712,7162752,multiply the transfer function by the step of amplitude X0,0,0.48484848484848486
1065551,7162894,factor function,0,0.14285714285714285
1064687,7163702,"patients who are taking, or have taken, monoamine oxidase inhibitors",0,0.4255319148936171
1064529,7163881,"A brown, fatty, waxlike substance",0,0.1818181818181818
1047160,7164638,the risk that remains after a risk response has been taken,0,0.8571428571428571
709342,7164926,"a cleaner, an antiseptic, or a sedative",0,0.47058823529411764
1032822,7165077,to attract pollinators,0,0.33333333333333337
1062687,7166301,house businesses,0,0.14814814814814814
1062511,7166528,"$25,097",0,0.16666666666666669
842223,7166673,laying out relationships in your organization,0,0.4444444444444445
1062332,7166811,a currency sign used to represent the monetary unit of account,0,0.5806451612903226
148633,7167040,Grants,0,0.0
1060039,7168996,Lift and firm Sculpting Cream,0,0.9090909090909091
1012780,716939,USPPI's acquisition or production of the goods,0,0.7058823529411764
1059420,7169571,"warmer, more durable and windproof",0,0.2631578947368421
619087,7169927,"hair straighteners, gas masks, and traffic lights",0,0.6666666666666666
1059253,7169989,spherical structure,0,0.0
1075608,7171078,Chrome operating system,0,0.19354838709677416
1058515,7171318,preferentially accumulates in lymphocytes,0,0.2758620689655173
1058325,7171679,helps you find the right local businesses to meet your specific needs,0,0.7096774193548387
1058271,7171774,Partnerships,0,0.07407407407407407
1058182,7171903,potential energy,0,0.17391304347826084
1057631,7172693,solutions enable military acquisition professionals to implement 3-D collaborative product lifecycle management,0,0.5217391304347826
1036782,7172868,Customer relationship management,1,1.0
165335,7173764,Loud speakers,1,1.0
1078920,7174233,wellness and vitality,0,0.0
1056446,7174388,to divide the window into specific areas,0,0.2727272727272727
409207,7175133,elastic microfibril,0,0.5
1055940,7175393,too high,0,0.13333333333333336
1055505,7175979,something that happens often over a period of time,0,0.3076923076923077
1031173,7176985,0 °C or 32 °,0,0.4210526315789473
1054923,7177090,"no matter what happens, the borrower will repay the debt",0,0.41025641025641024
750421,7177463,alienated youth,0,0.09523809523809523
824000,7178114,the trade of a commodity through distribution channels,0,0.35294117647058826
1053901,7179289,treat allergies,0,0.4444444444444445
524447,7180243,sclerotherapy,0,0.15384615384615385
1052615,7181044,management directed kaizen activities,0,0.7272727272727273
1052585,7181093,Marion Mitchell Morrison,0,0.6
100020,7181390,02 April 2014,1,1.0
1052274,7181516,scallions,0,0.039999999999999994
1101110,7182880,price-weighted average of the stocks of 30 large American publicly traded companies,0,0.5789473684210525
1051530,7183061,surgery,0,0.15384615384615385
1051520,7183092,an expression of a general truth or principle,0,0.4444444444444445
1051279,7183622,Date palm,0,0.6666666666666666
1051229,7183700,stores data according to a key,0,0.9090909090909091
1051229,7183703,"in-memory, key-value data stores",0,0.8
1051211,7183751,NCCAP certification,0,0.10256410256410257
832790,7184094,21 inches,0,0.06451612903225806
1083095,7184130,seizures,0,0.05882352941176471
1050778,7184531,war,0,0.0689655172413793
1049791,7185647,e-procurement portal,1,1.0
1049774,7185667,"$8,467",0,0.06451612903225806
1048377,7187596,"The disposal of medication, pharmaceuticals and their components",0,0.6086956521739131
1048185,7188032,There are many causes,0,0.0
840053,7188208,"207,774,520",0,0.13333333333333333
430229,7188490,If labor occurs before 37 weeks of pregnancy,0,0.326530612244898
1090513,7188585,Spectrum Health,0,0.0
1047642,7189249,Live HD Webcam Streams,0,0.8
1047599,7189354,albinism,0,0.0
1100137,7189392,gibbons,0,0.0
1047365,7189802,Experimental,0,0.0
1046969,7190553,$200 million,0,0.2222222222222222
1046569,7191441,Seminar,0,0.6666666666666666
1046569,7191447,Space and Naval Warfare Systems Center Pacific,0,0.12903225806451613
1046520,7191504,a weakness in the endplate of a vertebra,0,0.4347826086956522
1040703,719168,distance of the gates relative to each other,1,1.0
1046047,7192434,messages were designed so that they can be tunneled,0,0.8571428571428571
1045855,7192780,easy and dignified,0,0.0
515317,7193535,able to be used without being completely used up or destroyed,0,0.9565217391304348
780993,7194372,a stir-fried rice noodle dish,0,0.4
695238,7194451,Internet radio,0,0.0
892329,7195991,large-scale,1,1.0
832508,7196262,Minimum Efficiency Reporting Value,0,0.125
689700,7196438,It's basically an espresso,0,0.17142857142857143
524447,7197418,ligation and stripping,0,0.5
1042626,7197939,the curse,0,0.0
20356,7198095,27,0,0.2222222222222222
1042426,7198142,"One Year Total Cost is $17,814",0,0.5714285714285715
1042426,7198143,"$17,814",0,0.1111111111111111
607855,7198438,Geary County,1,1.0
885081,719861,cytoplasm,1,1.0
1083831,7199408,The joining of sex cells to form a new living thing,1,1.0
737512,7199690,the science of examining raw data with the purpose of drawing conclusions about that information,0,0.4482758620689655
1041226,7199842,a political revolt where mobs try to take over the how use in sentence,0,0.8571428571428571
57614,7200589,bind with receptors,0,0.5
1040532,7200754,Server memory must be more precise,0,0.14285714285714288
1040088,7201738,mandatory for all children between age 7 and age 16,0,0.4
1040312,7201908,not large enough to be called a continent,0,0.5833333333333334
424045,7201994,Bandura modified his theory and in 1986 renamed his Social Learning Theory,0,0.6
1040030,7202102,the most advanced environmental spacecraft ever built,0,0.42857142857142855
1099998,7203251,"PC. 833 Broad Street, Grinnell",0,0.8333333333333333
1038879,7203622,do well in school,0,0.23529411764705882
1099981,7204888,Albany NY,0,0.21052631578947367
1041050,7205525,Zlata,0,0.2222222222222222
1037662,7205535,requires you to drink only specific liquids for 10 days,0,0.5263157894736842
397417,7206699,Interquartile range,0,0.2222222222222222
1036784,7206719,100 mg and 800 mg per day,0,0.25
1036782,7206753,CRM system definition,0,0.0
1036627,7207100,to make two different kinds of animal breed together,0,0.6
1102177,7207494,the skins of sharks and rays,1,1.0
1099943,7208838,larger states tend to pay their best paid employees larger salaries,1,1.0
689851,7209374,central nervous system,0,0.1875
1034839,7210138,The proof of the pudding is in the eating,1,1.0
1034703,7210454,reflects that the stock is valued reasonably considering the expected growth,0,0.23076923076923078
1034136,7211402,#4,0,0.0
1033398,7212539,to provide a collaborative learning experience which develops transformative nurse leaders and global citizens,0,0.9600000000000001
1031032,7213965,Newton's Third Law of Motion,0,0.29411764705882354
1099880,7215221,Nike Air Huarache,0,0.17647058823529413
1099880,7215227,One of the earliest Air Huarache sequels,0,0.5
217246,721583,in your cover letter,0,0.33333333333333337
1030924,7216578,youth minimum wage,0,0.23076923076923078
1030451,7217516,4°C daytime maximum temperatures in the shade,0,0.375
933551,7217692,moderate rain at times,0,0.21052631578947367
933551,7217695,Weekly Weather Report,0,0.06896551724137931
1030388,7217737,Temperature,0,0.1111111111111111
1030378,7217832,$0.153,0,0.1
1088502,7217905,Hartford 7 Day Weather,0,0.11764705882352941
1098600,721869,1-2 days,0,0.3076923076923077
1099836,7219653,North Carolina,0,0.09756097560975609
1028752,7221036,"Tomoko, a teenage girl with severe social anxiety",0,0.8235294117647058
1099823,7221128,Seminole Homes for Sale,1,1.0
847415,7221328,acetic acid,0,0.0
1028598,7221540,an eye-soothing interface,0,0.0
1099816,7221803,Something homologous,0,0.3333333333333333
1099816,7221918,A degree of similarity,0,0.3
1027812,7222527,pancreatic,0,0.6666666666666666
989647,7222637,Champaign County,0,0.5714285714285715
1099806,7223046,Revel Dehydrated Dog Food,0,0.8
1099803,7223377,Chinatown,0,0.25
1100229,722342,314088637,0,0.0
1094840,7223853,a doctor may order a blood test called a complete blood count,0,0.75
993996,7223883,Extension,1,1.0
853057,7224122,220v,0,0.14285714285714288
21185,7224453,inheritance tax,0,0.0
1025801,7225143,Lewis & Clark Law School,1,1.0
1025270,7225878,carnivorans,0,0.15384615384615385
407662,7226301,Cyclosporine is an immunosuppressant,0,0.2608695652173913
1024591,7226971,declare for English Language Learners,0,0.0
1024591,7226973,"to make known formally, officially, or explicitly",0,0.34146341463414637
1086085,7227112,headaches,0,0.0
323555,722780,"$7,502 USD",0,0.4
1056742,7228491,the physiological or medicinal removal of toxic substances from a living organism,0,0.9523809523809523
1099756,7228574,HousingList.com,1,1.0
572286,7228726,organelles,0,0.0
1099746,7229209,47 kg or 104 lbs,1,1.0
96310,7229401,cellular elements and a fluid element,0,0.14492753623188406
1022370,7230097,diagram will be designed to show which activities must be completed,0,0.7096774193548387
1022198,7230411,Harry S. Truman,0,0.3
1021971,7230800,ampere,0,0.14285714285714288
17430,7230800,ampere,0,0.0
588122,7230862,foods or medications could be caused by a medical condition,0,0.6428571428571429
1021931,7230884,Successful completion of the course and on-line exam,0,0.6666666666666666
1021695,7231325,214 ache,0,0.037037037037037035
969974,72317,Muscogee Creek,0,0.0
1096823,7232000,17,0,0.0909090909090909
1021170,7232100,Mediterranean Sea,0,0.2857142857142857
1021170,7232102,Mediterranean Sea,1,1.0
1020724,7232720,Stand-Up Videos,0,0.5
662436,7233030,supercells,0,0.10526315789473684
1099706,7233148,fusion of sperm and egg occurs externally of the female body,0,0.8695652173913044
898318,723322,Rhode Island and Connecticut,0,0.29629629629629634
1097523,723342,more than four times as many as the average U.S. burn unit,0,0.09523809523809525
1099700,7233826,both are a type of cell division,1,1.0
526013,7234442,antiviral,0,0.16666666666666669
249618,7235094,two year terms,0,0.6
1019236,7235112,-30°,0,0.0
1019236,7235116,between -4 and 140 degrees Fahrenheit,1,1.0
1085141,7236527,"Sunday, March 12, 2017",0,0.6153846153846153
904542,7236563,10:00 AM to 6 PM,0,0.37037037037037035
198246,723791,Home Affordable Modification Program,0,0.888888888888889
1101721,723809,-3.5 dB,0,0.5714285714285715
140804,7239288,Deprived of virility or vigor; unmanned; weak,1,1.0
1016460,7239314,"judo expert or judoka, and an oni",0,0.7499999999999999
1015641,7240027,Maltese Yorkie,0,0.25
1099636,7240150,reduces the rate at which carbon dioxide is absorbed and ‘locked away’,0,0.7857142857142858
1024727,7240379,One-inch page margins,0,0.15384615384615385
1091112,7241101,1-866-733-2693,1,1.0
1094085,7241947,a kilometer,0,0.06451612903225806
1013570,7241964,Golf Course,0,0.0
1088164,7242102,31.4 degrees,0,0.33333333333333337
537706,7242217,1  Phenytoin,0,0.4
862448,7242503,"applications, infrastructure and tools",0,0.25806451612903225
755040,7242639,rhombomeres,0,0.15384615384615385
1012547,7243489,"The Soviet troops burned crops, destroyed bridges, and evacuated factories",0,0.782608695652174
1011328,7245808,it led to the end of World War Two,0,0.3076923076923077
1011140,7246358,flux core wire,0,0.2222222222222222
1010524,7247209,2015,1,1.0
1012328,7247621,spiritual renewal,0,0.19999999999999998
214040,7247901,Competition,0,0.0
330560,7248724,4 inches,0,0.4444444444444445
172608,7249132,independent,0,0.19999999999999998
1051352,7249816,"force amplification achieved by using a tool, mechanical device or machine system",0,0.8148148148148148
545847,7250267,71°F or dropping below 50°,0,0.6666666666666666
1008516,7250293,62.9°,0,0.0
1008516,7250294,60°F to 62°,0,0.10526315789473684
1099488,7250471,to cause (someone) to feel great emotional pain or sadness,0,0.8333333333333333
1099488,7250474,A mark left (usually on the skin) by the healing of injured tissue,1,1.0
1095542,7250742,200 millimeters,0,0.25
1065448,7250958,It requires energy and moves from low to high concentration,1,1.0
1007959,7250986,the strength of the wind,0,0.375
1048363,7251656,knowledge,0,0.125
1007473,7251747,hydrogenous,0,0.04545454545454545
1006791,7252658,Friday,0,0.19999999999999998
1006509,7253085,1967,0,0.15384615384615385
1006459,7253121,1817,0,0.5
1006199,7253377,May 1952,0,0.10526315789473684
926980,7254098,1950,0,0.1111111111111111
1005586,7254479,When a fluorescent tube is switched on,0,0.5
551119,7254571,secondary,0,0.0
948351,7255381,"Tuesday, March 14 through Monday, April 3, 2017",0,0.33333333333333326
1002426,7255459,"April 5, 2019",0,0.42857142857142855
892329,7255832,lowest and largest,0,0.0
1004228,7256082,2018,1,1.0
1066116,7257126,contractions in the uterus,0,0.11764705882352941
1072750,7257167,"33,533",0,0.33333333333333337
1003507,7257313,classification classification,0,0.0
372070,725809,you must achieve a score of seventy-five percent (75%) or better,0,0.3508771929824561
1003213,7258175,the African American agrarian working class of the Mississippi Delta,0,0.32
1002997,7258747,"February 25, 1962",1,1.0
1002887,7258945,60 years for child pornography charges,0,0.0
1099391,7259549,allows the cell to interact with its environment in a controlled way,0,0.4347826086956522
1002585,7259813,Roman engineer,0,0.1818181818181818
1002554,7259886,not circumcised,0,0.28571428571428575
1002426,7260311,2019,0,0.1
1099368,7261286,"spirits crave attention, validation, and recognition from other intelligent life forms",0,0.40740740740740744
1001397,7261902,a barrage of questions,0,0.15384615384615383
1001397,7261903,flood] of phone calls,0,0.15384615384615383
